Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,ProlificID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Sum_SIAS,COMP_1,secondchance_comp1,Incorrect_1,COMP_2,secondchance_comp2,Incorrect_2,Incorrect_any,SOCIAL_1,SOCIAL_2,SOCIAL_3,SOCIAL_4,SOCIAL_5,SOCIAL_6,SOCIAL_7,SOCIAL_8,SOCIAL_9,SOCIAL_10,SOCIAL_11,Sum_risk,Threshold_social,Intransitive,Age,Gender,Country_home,City_home,PROLIFIC_PID
04/06/2020 13:21,04/06/2020 13:27,IP Address,100,390,TRUE,04/06/2020 13:27,R_bDR3MQEzs2XuwwN,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c6da8211218960001b5d95a,2,1,3,2,4,2,2,1,4,3,3,2,2,1,3,4,1,3,3,3,49,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,1,1,1,1,4,8,0,23,Female,Yes,No,5c6da8211218960001b5d95a
04/06/2020 13:22,04/06/2020 13:27,IP Address,100,301,TRUE,04/06/2020 13:27,R_1eLwFI14nmEFumm,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5dcc045c3f045589fabe229a,1,1,1,0,3,1,2,1,3,1,3,2,1,1,2,1,1,2,1,1,29,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,Female,Yes,Yes,5dcc045c3f045589fabe229a
04/06/2020 13:18,04/06/2020 13:27,IP Address,100,532,TRUE,04/06/2020 13:27,R_5dMcUJ66rWtkgPD,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ecd8b7d721df60fec1639e7,2,1,1,1,3,1,2,3,2,2,0,3,2,3,2,3,3,2,2,2,40,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,0,1,1,0,1,1,1,8,2,1,30,Female,Yes,No,5ecd8b7d721df60fec1639e7
04/06/2020 13:19,04/06/2020 13:27,IP Address,100,523,TRUE,04/06/2020 13:27,R_25AD79CLoXbL8GQ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cd6eba26834a6001746b667,2,2,3,3,4,1,3,3,4,3,2,3,2,4,4,4,2,3,3,3,58,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,28,Male,Yes,Yes,5cd6eba26834a6001746b667
04/06/2020 13:22,04/06/2020 13:27,IP Address,100,321,TRUE,04/06/2020 13:27,R_uqyW8I87VQxsDux,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c755dae2dc85100015025b2,3,0,3,0,0,2,1,1,3,1,3,3,2,3,3,2,2,2,2,2,38,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,26,Male,Yes,No,5c755dae2dc85100015025b2
04/06/2020 13:22,04/06/2020 13:27,IP Address,100,347,TRUE,04/06/2020 13:27,R_3HAk5O8xMz46C14,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5aeaef0715a9c300011acf19,3,4,1,1,4,3,1,1,4,2,3,2,0,2,4,3,0,0,3,4,45,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,19,Male,Yes,Yes,5aeaef0715a9c300011acf19
04/06/2020 13:24,04/06/2020 13:27,IP Address,100,188,TRUE,04/06/2020 13:27,R_2DV7156UEf9bnHl,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5dd1a94f332b34219091cf31,2,1,3,3,2,1,3,3,1,1,3,3,3,3,2,1,3,2,3,2,45,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,1,0,0,0,1,1,3,6,1,30,Male,Yes,Yes,5dd1a94f332b34219091cf31
04/06/2020 13:20,04/06/2020 13:27,IP Address,100,443,TRUE,04/06/2020 13:27,R_OBzGpcvKeRt02nD,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e81c9e74fa0db017781a051,1,0,2,0,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,24,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,1,1,1,1,4,8,0,25,Male,No,No,5e81c9e74fa0db017781a051
04/06/2020 13:21,04/06/2020 13:27,IP Address,100,359,TRUE,04/06/2020 13:27,R_e3cQpRfaez2rmzT,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d9a40b93cc9670018523642,1,1,2,1,2,3,1,1,1,2,2,1,0,1,3,3,1,4,3,2,35,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,1,1,1,1,1,1,1,7,5,0,21,Female,Yes,Yes,5d9a40b93cc9670018523642
04/06/2020 13:19,04/06/2020 13:27,IP Address,100,512,TRUE,04/06/2020 13:27,R_2U57gER6BYKg0s9,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e94cb92f8e158837cbcbaa7,3,1,2,0,2,2,3,3,3,3,4,3,0,0,0,3,3,2,2,2,41,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,1,0,0,1,1,1,4,6,1,21,Male,No,No,5e94cb92f8e158837cbcbaa7
04/06/2020 13:20,04/06/2020 13:27,IP Address,100,444,TRUE,04/06/2020 13:27,R_2DZjE0JJAhC9UgI,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ec6630a05a90702a2a71757,3,4,4,4,3,2,3,4,1,2,1,3,3,4,1,2,2,3,2,3,54,£1.00,£0.25,1,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,1,0,1,0,1,0,0,0,0,1,0,0,3,2,1,19,Male,Yes,Yes,5ec6630a05a90702a2a71757
04/06/2020 13:19,04/06/2020 13:27,IP Address,100,498,TRUE,04/06/2020 13:27,R_3Dqg1ss7G66UHxk,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5b36a113fb22f300017f6373,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,74,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.20 if I choose this option and my partner does not.,£0.75,1,1,0,0,0,0,0,0,0,0,0,0,1,1,11,0,36,Male,Yes,Yes,5b36a113fb22f300017f6373
04/06/2020 13:17,04/06/2020 13:27,IP Address,100,610,TRUE,04/06/2020 13:27,R_3nlxsftGwjYKcga,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c38a25719ceb400010c365d,1,2,2,2,4,2,1,4,3,2,3,2,0,1,3,2,2,1,2,2,41,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,0,26,Male,Yes,No,5c38a25719ceb400010c365d
04/06/2020 13:22,04/06/2020 13:27,IP Address,100,341,TRUE,04/06/2020 13:27,R_1odv9jyrDoP5LHn,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e82ffc6e3b23d0114bda7f8,2,0,1,1,2,1,1,0,4,1,1,1,0,1,0,0,0,0,0,1,17,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,0,1,1,1,1,1,1,1,1,9,2,0,24,Male,Yes,Yes,5e82ffc6e3b23d0114bda7f8
04/06/2020 13:14,04/06/2020 13:28,IP Address,100,789,TRUE,04/06/2020 13:28,R_1GUnygC7F1kuV0c,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ec2fcf369356b13ec827feb,3,1,1,0,2,1,0,1,2,2,3,0,2,1,1,2,0,0,1,3,26,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,1,1,2,10,0,27,Male,Yes,Yes,5ec2fcf369356b13ec827feb
04/06/2020 13:19,04/06/2020 13:28,IP Address,100,525,TRUE,04/06/2020 13:28,R_3NI30D1LEgqALKh,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c7cf048cdb6aa001667f664,3,4,2,2,3,4,2,1,4,1,1,4,1,1,1,3,2,3,3,4,49,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,0,19,Male,Yes,Yes,5c7cf048cdb6aa001667f664
04/06/2020 13:17,04/06/2020 13:28,IP Address,100,613,TRUE,04/06/2020 13:28,R_1QiLwmdIxFjlKTC,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d95bb3a2316f60017b85837,1,2,2,2,2,2,2,2,3,2,2,1,1,3,3,3,3,2,2,2,42,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,1,1,1,3,9,0,33,Female,No,No,5d95bb3a2316f60017b85837
04/06/2020 13:20,04/06/2020 13:28,IP Address,100,438,TRUE,04/06/2020 13:28,R_2yr0Yc6pD3e18VG,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c5c5bde1cae46000117c6ac,1,0,1,2,4,1,1,2,2,0,3,1,0,0,2,1,0,1,1,3,26,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,39,Male,Yes,Yes,5c5c5bde1cae46000117c6ac
04/06/2020 13:21,04/06/2020 13:28,IP Address,100,403,TRUE,04/06/2020 13:28,R_1CjsQHcJITU4UjR,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ebe594f3f003c021b956954,3,0,2,4,3,2,1,0,1,1,1,3,3,3,4,3,0,0,3,2,39,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,0,26,Female,Yes,No,5ebe594f3f003c021b956954
04/06/2020 13:23,04/06/2020 13:28,IP Address,100,286,TRUE,04/06/2020 13:28,R_3nl8VdU4gMQ3H8k,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5daccba5ad1260001762c25b,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,3,2,2,2,36,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,0,1,1,9,2,0,23,Male,Yes,Yes,5daccba5ad1260001762c25b
04/06/2020 13:21,04/06/2020 13:28,IP Address,100,418,TRUE,04/06/2020 13:28,R_3kzge7pNtrRAxLM,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5bae499686294e0001234c64,1,2,1,1,4,2,3,2,4,2,3,0,1,3,2,3,1,1,2,3,41,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,29,Male,Yes,Yes,5bae499686294e0001234c64
04/06/2020 13:22,04/06/2020 13:28,IP Address,100,316,TRUE,04/06/2020 13:28,R_27pYHiKeLk2Rb38,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ebdc4c431748b1107152a6f,1,3,3,1,2,1,1,3,3,2,3,3,1,1,2,3,3,2,2,2,42,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.20 if I choose this option and my partner does not.,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,1,0,0,0,1,0,0,0,1,1,1,5,1,1,20,Male,Yes,Yes,5ebdc4c431748b1107152a6f
04/06/2020 13:20,04/06/2020 13:28,IP Address,100,432,TRUE,04/06/2020 13:28,R_1E4MoKfhD1fke8U,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5853018801dad300015a70c2,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,7,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,1,1,1,1,1,1,6,6,0,44,Male,Yes,Yes,5853018801dad300015a70c2
04/06/2020 13:20,04/06/2020 13:28,IP Address,100,481,TRUE,04/06/2020 13:28,R_Acha4zwQ9CEdYZz,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e89be53f4f8e8663a218d87,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,8,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,24,Male,Yes,Yes,5e89be53f4f8e8663a218d87
04/06/2020 13:20,04/06/2020 13:28,IP Address,100,433,TRUE,04/06/2020 13:28,R_1dn8F9MHX3ANQnV,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ec4630ddd0a4816896af35d,1,0,1,1,4,1,1,0,3,2,3,2,2,1,1,2,1,0,1,1,28,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,Male,Yes,Yes,5ec4630ddd0a4816896af35d
04/06/2020 13:23,04/06/2020 13:28,IP Address,100,309,TRUE,04/06/2020 13:28,R_2f0XgZkAHZnGuJ0,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ed167964c8c810b1597cbba,2,3,4,2,3,2,0,2,3,3,2,3,1,4,3,3,3,4,2,0,49,£0.50,,,£0.75,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,0,0,0,0,0,0,1,1,0,1,0,1,4,6,1,18,Male,Yes,Yes,5ed167964c8c810b1597cbba
04/06/2020 13:16,04/06/2020 13:28,IP Address,100,674,TRUE,04/06/2020 13:28,R_xzSkviO3oFKJ9mx,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5da4652f040f400011416060,4,3,3,2,3,2,2,2,3,3,1,4,2,3,2,3,2,3,2,2,51,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,0,0,0,0,0,0,0,0,1,1,3,1,1,41,Male,Yes,Yes,5da4652f040f400011416060
04/06/2020 13:21,04/06/2020 13:28,IP Address,100,403,TRUE,04/06/2020 13:28,R_PUOxEt2mxzpFgFr,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5b3cb17b6779080001fe88c1,2,1,2,2,3,4,3,2,3,3,3,3,2,4,2,4,1,3,2,1,50,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,0,19,Male,Yes,Yes,5b3cb17b6779080001fe88c1
04/06/2020 13:21,04/06/2020 13:28,IP Address,100,382,TRUE,04/06/2020 13:28,R_OlqjIek3tSsZmGl,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5db74911fe9521000b21f667,2,2,3,0,2,1,2,3,2,1,3,2,0,2,2,2,1,1,1,2,34,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,1,1,1,1,1,1,6,6,0,19,Male,Yes,Yes,5db74911fe9521000b21f667
04/06/2020 13:25,04/06/2020 13:28,IP Address,100,153,TRUE,04/06/2020 13:28,R_PRsB3L9Cpb0xXUt,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d9f841f22ef1f0014f46a8e,3,2,3,1,3,4,2,2,3,2,3,3,1,3,3,3,3,3,4,4,55,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,1,1,1,1,1,1,1,1,1,9,3,0,24,Female,Yes,Yes,5d9f841f22ef1f0014f46a8e
04/06/2020 13:21,04/06/2020 13:28,IP Address,100,388,TRUE,04/06/2020 13:28,R_2qy3FozWPbt19ag,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d120851e17acf00019be14a,2,2,2,1,3,2,2,2,1,1,2,3,1,3,2,2,1,3,2,3,40,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,1,0,0,1,1,1,1,1,1,7,3,1,25,Male,Yes,Yes,5d120851e17acf00019be14a
04/06/2020 13:24,04/06/2020 13:28,IP Address,100,214,TRUE,04/06/2020 13:28,R_1QfiWdeKOuW5N8K,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5b216d7dc33f820001a2e1ef,3,0,3,1,1,1,1,1,3,1,1,2,1,2,2,3,1,3,1,1,32,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,0,1,1,1,1,1,1,1,1,9,2,0,34,Male,Yes,Yes,5b216d7dc33f820001a2e1ef
04/06/2020 13:19,04/06/2020 13:28,IP Address,100,510,TRUE,04/06/2020 13:28,R_1lzy8Jzx7ZBcgq6,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5be40f1fa67151000150bc9a,3,2,3,1,1,2,2,0,3,2,3,2,1,3,2,4,2,2,3,3,44,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,23,Male,Yes,Yes,5be40f1fa67151000150bc9a
04/06/2020 13:21,04/06/2020 13:28,IP Address,100,397,TRUE,04/06/2020 13:28,R_2AWnDXU99zgBgdp,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cf958b0302ee700151b81cc,2,3,3,2,3,2,2,3,2,1,3,3,1,2,3,4,2,3,3,4,51,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,1,1,1,1,4,8,0,28,Male,No,No,5cf958b0302ee700151b81cc
04/06/2020 13:22,04/06/2020 13:28,IP Address,100,324,TRUE,04/06/2020 13:28,R_1K47pISOdcUCETN,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c6563e20d80fd0001425671,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,7,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,Female,Yes,Yes,5c6563e20d80fd0001425671
04/06/2020 13:18,04/06/2020 13:28,IP Address,100,613,TRUE,04/06/2020 13:28,R_2475SQC01b62Pok,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ddad5b6d69072a3fab25522,3,3,3,2,2,3,2,2,2,2,2,2,1,3,2,2,2,1,2,2,43,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,20,Female,Yes,Yes,5ddad5b6d69072a3fab25522
04/06/2020 13:18,04/06/2020 13:28,IP Address,100,606,TRUE,04/06/2020 13:28,R_sOtJ4hhu4N14Nwt,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ec543c79a23484c8bd60840,2,0,0,2,3,2,2,0,3,3,4,2,1,0,2,3,4,2,2,3,40,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,0,40,Male,Yes,No,5ec543c79a23484c8bd60840
04/06/2020 13:22,04/06/2020 13:28,IP Address,100,370,TRUE,04/06/2020 13:28,R_3p3Cb0upuq7LrJN,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c6dd18f4e08ad00018cc5f6,3,3,4,2,2,1,2,2,3,1,2,3,1,4,3,3,3,3,3,2,50,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,0,26,Male,Yes,Yes,5c6dd18f4e08ad00018cc5f6
04/06/2020 13:22,04/06/2020 13:28,IP Address,100,363,TRUE,04/06/2020 13:28,R_3OozghYr0MT3GnN,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5eaf3e142627076426921b1b,3,0,2,4,2,0,4,4,1,4,2,0,0,0,1,3,0,0,0,4,34,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Male,No,Yes,5eaf3e142627076426921b1b
04/06/2020 13:17,04/06/2020 13:28,IP Address,100,637,TRUE,04/06/2020 13:28,R_vujiGUfmPZ3QkXD,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e91ea1dd8c359520ecb6e8d,1,1,3,1,2,0,1,1,2,0,2,1,2,1,3,2,1,1,1,1,27,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,1,1,1,1,1,1,1,1,8,4,0,18,Male,Yes,Yes,5e91ea1dd8c359520ecb6e8d
04/06/2020 13:19,04/06/2020 13:28,IP Address,100,538,TRUE,04/06/2020 13:28,R_2QVrKiP5MxQkJvC,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5cc555d346fb4500171c0a9e,2,2,2,2,4,3,2,3,4,1,1,3,0,3,3,3,1,3,3,4,49,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,1,1,1,1,4,8,0,20,Male,Yes,Yes,5cc555d346fb4500171c0a9e
04/06/2020 13:22,04/06/2020 13:28,IP Address,100,346,TRUE,04/06/2020 13:28,R_1H8jURR2MrQ5yBm,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5c64934ba34e1e0001c01e29,1,3,3,3,2,0,2,0,2,2,2,2,0,0,3,4,2,2,2,1,36,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,25,Female,Yes,Yes,5c64934ba34e1e0001c01e29
04/06/2020 13:19,04/06/2020 13:28,IP Address,100,549,TRUE,04/06/2020 13:28,R_3rtRiWrbLn7vba1,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d485d7e173e52001afc3136,1,0,2,0,1,0,0,0,2,0,0,2,1,1,1,1,2,0,1,1,16,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,1,1,1,1,1,1,1,1,1,9,3,0,36,Male,Yes,Yes,5d485d7e173e52001afc3136
04/06/2020 13:20,04/06/2020 13:28,IP Address,100,501,TRUE,04/06/2020 13:28,R_2pPmPH1JWwAQxBO,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e8df909e9fe6208d93321a9,1,2,3,1,3,2,1,0,4,1,2,3,2,1,1,2,1,0,1,1,32,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,1,0,0,0,0,0,0,1,1,1,5,1,1,28,Male,Yes,Yes,5e8df909e9fe6208d93321a9
04/06/2020 13:19,04/06/2020 13:28,IP Address,100,563,TRUE,04/06/2020 13:28,R_3qa010uxhkG5Xpu,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d3f31768e62d3001557d365,1,2,2,3,3,1,0,1,4,2,0,0,1,3,2,2,1,4,3,1,36,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,1,1,1,1,1,1,1,1,1,1,1,11,1,0,20,Non-binary,Yes,No,5d3f31768e62d3001557d365
04/06/2020 13:19,04/06/2020 13:28,IP Address,100,539,TRUE,04/06/2020 13:28,R_ePBpcwqj3VD4ueB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e874bc1e77d1905610d03e5,2,2,3,1,2,1,0,0,2,0,3,1,0,1,1,1,0,0,0,1,21,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,0,19,Male,Yes,Yes,5e874bc1e77d1905610d03e5
04/06/2020 13:17,04/06/2020 13:28,IP Address,100,685,TRUE,04/06/2020 13:28,R_2c2egiNyc07iucs,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5ebf1f4656bdfc2ffed28ee8,2,1,3,1,3,2,1,2,3,0,1,4,2,4,3,3,4,1,1,2,43,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,1,1,1,1,1,5,7,0,18,Male,Yes,Yes,5ebf1f4656bdfc2ffed28ee8
04/06/2020 13:19,04/06/2020 13:28,IP Address,100,520,TRUE,04/06/2020 13:28,R_3dXrqKDXiKsx6ih,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d5c7b0c98683400182d00cb,4,2,3,3,3,4,2,1,4,2,3,4,2,1,3,4,3,4,4,4,60,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,19,Female,Yes,Yes,5d5c7b0c98683400182d00cb
04/06/2020 13:20,04/06/2020 13:28,IP Address,100,490,TRUE,04/06/2020 13:28,R_RQwyYWoNPLqnnjP,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5eb9c778d06cf60ef8ed5a7b,1,0,3,1,3,0,1,0,3,0,1,2,0,0,1,1,2,1,1,0,21,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,1,1,1,1,1,1,6,6,0,22,Male,Yes,Yes,5eb9c778d06cf60ef8ed5a7b
04/06/2020 13:20,04/06/2020 13:28,IP Address,100,461,TRUE,04/06/2020 13:28,R_2Pw0buVxMcSJJPB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e86207688ac1c2468785acb,2,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,13,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,1,1,1,1,1,1,1,1,8,4,0,24,Female,Yes,Yes,5e86207688ac1c2468785acb
04/06/2020 13:23,04/06/2020 13:28,IP Address,100,319,TRUE,04/06/2020 13:28,R_31WsiueIFmma2Uj,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5d402eaf235a700019b9294b,4,1,3,2,2,3,4,3,4,3,2,3,1,1,3,4,3,3,4,3,56,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,18,Female,Yes,Yes,5d402eaf235a700019b9294b
04/06/2020 13:21,04/06/2020 13:28,IP Address,100,428,TRUE,04/06/2020 13:28,R_3qK5PHg5MTsPMNb,anonymous,EN,Yes,Yes,Yes,Yes,Yes,5e9898fe07bacf0a1be91a71,3,3,3,3,4,3,3,4,4,3,4,3,1,4,3,4,3,3,3,4,65,£0.50,,,I get £0.55 if my partner also chooses Option B. But I will get £0.00 if I choose this option and my partner does not.,,,0,0,1,1,1,1,1,1,1,1,1,1,10,2,0,22,Male,Yes,No,5e9898fe07bacf0a1be91a71
